Basic_Density	Proline_Density	Net_Charge_Density	Rare_Codon_Density	Hydrophobicity	Poly_Basic	Poly_Pro	Poly_Gly	DiPeptide_Slow	Group
0.10784313725490197	0.032679738562091505	0.06372549019607843	0.006535947712418301	0.37271241830065394	0	0	0	1	UFM1_independent
0.12311557788944724	0.06532663316582915	0.07788944723618091	0.04020100502512563	-0.24070351758794	1	0	0	1	UFM1_independent
0.1220472440944882	0.031496062992125984	0.06692913385826772	0.011811023622047244	0.23149606299212597	1	0	1	1	UFM1_independent
0.06451612903225806	0.16129032258064516	0.0	0.0	-0.06129032258064516	0	0	0	1	UFM1_independent
0.09782608695652174	0.14130434782608695	0.06521739130434782	0.010869565217391304	-0.12608695652173924	0	0	0	1	UFM1_independent
0.11030478955007257	0.027576197387518143	0.06095791001451379	0.005805515239477504	0.24092888243831623	1	0	0	1	UFM1_independent
0.0966952264381885	0.11260709914320685	0.030599755201958383	0.01591187270501836	-0.01713586291309658	0	1	0	1	UFM1_independent
0.125	0.052083333333333336	0.052083333333333336	0.020833333333333332	-0.10625000000000002	0	0	0	1	UFM1_independent
0.06557377049180328	0.04918032786885246	0.03278688524590164	0.01639344262295082	0.619672131147541	0	0	0	0	UFM1_independent
0.10508474576271186	0.02711864406779661	0.06440677966101695	0.006779661016949152	0.5742372881355927	0	0	0	1	UFM1_independent
0.0946372239747634	0.06309148264984227	0.04416403785488959	0.00946372239747634	0.1763406940063092	0	1	0	1	UFM1_independent
0.08413461538461539	0.09615384615384616	0.03365384615384615	0.004807692307692308	0.037740384615384565	0	0	0	1	UFM1_independent
0.13953488372093023	0.023255813953488372	0.06976744186046512	0.005813953488372093	0.0023255813953487734	0	0	0	0	UFM1_independent
0.07389162561576355	0.03940886699507389	0.04433497536945813	0.009852216748768473	0.6985221674876845	0	1	0	1	UFM1_independent
0.13654618473895583	0.024096385542168676	0.09236947791164658	0.008032128514056224	-0.03935742971887556	0	0	0	0	UFM1_independent
0.3181818181818182	0.045454545454545456	0.3181818181818182	0.13636363636363635	-1.4499999999999997	0	0	0	0	UFM1_independent
0.10738255033557047	0.02348993288590604	0.09060402684563758	0.006711409395973154	0.5197986577181204	1	0	0	0	UFM1_independent
0.1346153846153846	0.15384615384615385	0.1346153846153846	0.0	-0.33846153846153837	0	0	0	1	UFM1_independent
0.07570977917981073	0.0473186119873817	0.022082018927444796	0.00946372239747634	0.28643533123028375	0	0	0	1	UFM1_independent
0.09897610921501707	0.09897610921501707	0.04778156996587031	0.0034129692832764505	-0.12013651877133119	0	0	0	0	UFM1_independent
0.13829787234042554	0.06382978723404255	0.0425531914893617	0.031914893617021274	-0.23510638297872336	0	0	0	1	UFM1_independent
0.11138613861386139	0.024752475247524754	0.04455445544554455	0.0024752475247524753	0.08143564356435648	0	0	0	1	UFM1_independent
0.10756302521008404	0.0453781512605042	0.05714285714285714	0.008403361344537815	0.29394957983193293	0	0	0	1	UFM1_independent
0.10306406685236769	0.03899721448467967	0.022284122562674095	0.011142061281337047	0.20835654596100212	0	0	0	1	UFM1_independent
0.06593406593406594	0.11208791208791209	0.020879120879120878	0.015384615384615385	0.17296703296703317	0	1	0	1	UFM1_independent
0.13087248322147652	0.040268456375838924	0.07214765100671142	0.008389261744966443	0.2327181208053687	1	0	0	1	UFM1_independent
0.09621993127147767	0.07560137457044673	0.03436426116838488	0.003436426116838488	-0.284536082474227	0	0	0	1	UFM1_independent
